0;12;3;hamming;38;96;456;40;0.11;23566.0;68.3;30.14;
0;7;1;hann;28;80;443;143;0.11;7928936.0;52.62;0;
0;10;5;hann;11;14;313;1;0.15;37131.0;28.3;11.55;
0;8;1;hann;14;94;777;61;0.08;474597.0;60.62;0.52;
0;10;9;hamming;25;43;963;69;0.12;2599608.0;68.36;0;
0;9;5;hamming;11;14;313;1;0.15;56604.0;24.65;8.93;
0;11;9;hann;25;44;963;69;0.12;1269962.0;69.78;0;
0;9;4;hamming;19;87;725;117;0.15;1214841.0;69.55;0;
0;10;5;hamming;19;87;725;117;0.15;579143.0;72.29;0.22;
0;8;1;hamming;28;81;444;144;0.11;3802883.0;66.88;0;
0;9;1;hann;15;94;777;61;0.08;254545.0;64.04;4.66;
0;13;5;hamming;10;8;524;39;0.1;91440.0;56.46;16.15;
1;8;1;hamming;28;81;444;144;0.11;3802883.0;66.88;0;
1;9;4;hamming;19;87;725;117;0.15;1214841.0;69.55;0;
1;10;9;hamming;25;43;963;69;0.13;2599608.0;68.36;0;
1;11;9;hann;25;44;963;69;0.14;1269962.0;69.78;0;
1;7;1;hamming;28;79;442;142;0.11;8201416.0;52.23;0;
1;7;1;hann;28;80;443;143;0.11;7928936.0;52.62;0;
1;9;5;hamming;19;86;724;116;0.17;1302544.0;69.59;0;
1;11;9;hann;25;44;963;68;0.14;1253646.0;69.84;0;
1;7;1;hann;13;94;776;61;0.07;890460.0;48.87;0.01;
1;8;1;hamming;27;80;443;144;0.11;3866411.0;66.71;0;
1;10;9;hamming;25;42;963;69;0.13;2643699.0;68.39;0;
1;8;3;hann;18;87;724;117;0.15;2304777.0;65.51;0;
2;7;1;hamming;27;78;442;142;0.13;8363495.0;51.89;0;
2;9;8;hamming;24;42;962;69;0.23;5138809.0;62.73;0;
2;8;1;hamming;27;80;443;144;0.13;3866411.0;66.71;0;
2;8;1;hamming;28;81;444;144;0.2;3802883.0;66.88;0;
2;10;9;hamming;25;42;963;69;0.14;2643699.0;68.39;0;
2;7;1;hann;27;79;442;144;0.13;8083555.0;52.17;0;
2;7;1;hann;28;80;443;143;0.16;7928936.0;52.62;0;
2;10;8;hann;24;43;963;68;0.16;2457130.0;67.8;0;
2;7;1;hann;27;79;442;143;0.16;8037763.0;51.99;0;
2;7;1;hamming;28;79;442;142;0.13;8201416.0;52.23;0;
2;7;1;hamming;28;80;444;144;0.2;7953095.0;52.35;0;
2;8;3;hann;18;87;724;117;0.26;2304777.0;65.51;0;
3;7;1;hann;27;79;442;143;0.22;8037763.0;51.99;0;
3;8;7;hann;23;42;961;68;0.4;9737490.0;55.66;0;
3;7;1;hamming;28;79;442;142;0.15;8201416.0;52.23;0;
3;7;1;hamming;27;79;441;143;0.19;8016033.0;52.15;0;
3;7;1;hamming;27;78;442;142;0.2;8363495.0;51.89;0;
3;8;1;hamming;28;81;444;144;0.26;3802883.0;66.88;0;
3;7;1;hann;27;79;441;141;0.15;7939510.0;51.94;0;
3;7;1;hann;27;79;442;144;0.19;8083555.0;52.17;0;
3;7;1;hann;28;80;444;143;0.22;7959488.0;52.19;0;
3;8;1;hamming;27;81;444;144;0.26;3698188.0;66.77;0;
3;7;1;hann;27;78;441;141;0.2;8296716.0;52.13;0;
3;9;8;hamming;24;42;962;69;0.4;5138809.0;62.73;0;
